,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
1381,168622.1.9610.8E50A8AC9ED98B0A.AFW-0174,"AFW Size #9 890lb Stainless Steel Ball Bearing Swivels, 2pc - FWV09B-A","American Fishing Wire Stainless Steel Ball Bearing Swivels are engineered to survive the fiercest one-on-one battles. The patented bullet shape provides fluid rotation and decreased water resistance. The unique gun metal black finish minimizes reflections and cloaks the tackle. Swivels have a solid stainless steel body, stainless steel bearings, and double welded rings for maximum security and to endure the unforgiving offshore environment. Don't even think about making a trip to the canyon, or","American Fishing Wire Stainless Steel Ball Bearing Swivels are engineered to survive the fiercest one-on-one battles. The patented bullet shape provides fluid rotation and decreased water resistance. The unique gun metal black finish minimizes reflections and cloaks the tackle. Swivels have a solid stainless steel body, stainless steel bearings, and double welded rings for maximum security and to endure the unforgiving offshore environment. Don't even think about making a trip to the canyon, or out of sight of the shoreline, without these battle-tested ball bearing swivels in your tackle box.",3334,Sporting Goods > Outdoor Recreation > Fishing,https://i.tackledirect.com/images/imgfull/afw-fwv09b-a-size-9-890lb-stainless-steel-ball-bearing-swivels-2pc.jpg,Fishing;Fishing/Fishing Accessories & Tools;,16.99,USD,12.69,12.69,TRUE,,American Fishing Wire,American Fishing Wire,FWV09B-A,35926118331,AFW-0174,,,"9 890lb Stainless Steel Ball Bearing Swivels, 2pc",,https://www.tackledirect.com/afw-fwv09b-a-size-9-890lb-stainless-steel-ball-bearing-swivels-2pc.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.8E50A8AC9ED98B0A.AFW-0174
5197,185857.156052.20C5.3AC32FD83DB20AF1.4347363,"FootJoy Men's Stratos Golf Shoes in Grey, Size 9.5, Medium",,"The FootJoy Stratos Golf Shoes feature FootJoy's revolutionary Versa-Trax outsole, which is engineered to provide outstanding traction on the the course with wear-to-the-course versatility. Every traction zone in the sole maximizes grip, while the StratoFoam midsole and PU FitBed with cork lining deliver supreme underfoot cushioning and comfort to help you walk the course with ease. The Stratos' buttery soft NappaLux leather upper is waterproof, and FootJoy backs the shoes with a 2-year waterproof warranty. FootJoy Stratos Golf Shoes - 50042 Grey Feature: Buttery soft NappaLux Premiere leather upper StratoFoam midsole provides the perfect blend of comfort and energy return VersaTrax+ outsole delivers tour-proven traction with off the course versatility PU FitBed with cork lining for supreme underfoot cushioning 2-Year waterproof warranty Authorized FootJoy Retailer Buy FootJoy Golf Shoeshtml-body [data-pb-style=""6077E45827CFD""]{justify-content: flex-start; display: flex; flex-direction: column; background-position: left top; background-size: cover; background-repeat: no-repeat; background-attachment: scroll; border-style: none; border-width: 1px; border-radius: 0px; margin: 0px 0px 10px; padding: 10px;}html-body [data-pb-style=""6077E45827D07""]{border-style: none; border-width: 1px; border-radius: 0px; margin: 0px; padding: 0px;}html-body [data-pb-style=""6077E45827D0D""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D12""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D16""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D1B""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D1F""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D24""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D29""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D2D""]{font-size: 20px; color: 000000;}html-body [data-pb-style=""6077E45827D32""]{font-size: 20px;",1933,Apparel & Accessories > Shoe Accessories,https://www.carlsgolfland.com/media/catalog/product/f/o/footjoy_stratos_golf_shoes_50042_grey.jpg,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,199.95,USD,99.95,99.95,TRUE,,FootJoy,FootJoy,4347363,,4347363,Grey,,9.5,New,https://www.carlsgolfland.com/footjoy-stratos-golf-shoes-grey-50042?product=115093,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.3AC32FD83DB20AF1.4347363
16314,185820.156074.2CC37263ACDC24EF.223495388FBB3B3B.132691528,"adidas Men's Own the Run Shorts 7 in Blue Light, X-Large - Men's Running Bottoms at Academy Sports",,"The adidas Men's Own the Run Shorts 7 in feature lightweight polyester and AEROREADY technology. adidas Men's Own the Run Shorts 7 in Blue Light, X-Large - Men's Running Bottoms at Academy Sports",207,Apparel & Accessories > Clothing > Shorts,https://academy.scene7.com/is/image/academy/20902119?wid=800&hei=800,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,35,,29.99,29.99,TRUE,,,Adidas,HN8140-7,195745613001,132691528,Blue Light,,,New,https://www.academy.com/p/adidas-mens-own-the-run-shorts-7-in-129462468?sku=blue-light-01-x-large,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.223495388FBB3B3B.132691528
14532,185857.156052.20C5.89D553750A0A2DCC.4460354,"adidas Men's Tour360 22 Golf Shoes in Black/Core Black/Grey Five, Size 12.5, Medium",,"html-body [data-pb-style=NLB7UA4]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The waterproof adidas Tour360 22 Golf Shoes feature a DUALSTACK hybrid midsole equipped with adidas' legendary Boost cushioning for extraordinary comfort, energy return, stability and supreme performance on the course. The shoe's Geofit collar and full 360 wrap ensure that your feet are supported from the first tee to the 18th green. Instead of outfitting the Tour360 22 with traditional spikes, adidas designed direct inject TPU spikes that provide immense traction without tiring spike pressure. While they cannot be replaced, adidas' research has shown that the spikes will last for over 100 rounds of golf. adidas backs the Tour360 22 with a 1-year waterproof warranty and a 90-day comfort guarantee. adidas Tour360 22 Golf Shoes - Core Black/Core Black/Grey Five Feature: Waterproof leather upper Leather lining DUALSTACK Hybrid midsole delivers stability and performance Full-length Boost midsole provides incredible comfort and energy return with every step Geofit collar and FYW last wrap your feet for continual support Direct-inject TPU spikes provide traction without tiring spike pressure INSITE Sockliner Made with 50% recycled materials Style Number: GY4544 1-Year Waterproof Warranty 90-Day Comfort Guarantee Authorized adidas Retailer Buy adidas Tour360 Golf Shoes | adidas Men's Tour360 22 Golf Shoes in Black/Core Black/Grey Five, Size 12.5, Medium",1933,Apparel & Accessories > Shoe Accessories,https://www.carlsgolfland.com/media/catalog/product/a/d/adidas_tour360_golf_shoes_gy4544_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,209.99,USD,179.99,179.99,TRUE,,adidas,adidas,4460354,,4460354,Black/Core Black/Grey Five,,12.5,New,https://www.carlsgolfland.com/adidas-tour360-22-golf-shoes-core-black-core-black-grey-five?product=198923,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.89D553750A0A2DCC.4460354
33303,161802.156074.AEDE266FF88FCAD6.96DFDB7D4AB95405.193177430869,Burton Profile Gloves,,"Drop in or tune in with midweight warmth for your hands that';';s touchscreen compatible.  Insulated. Waterproof. Tech-compatible. The men';';s Burton Profile Glove checks all the boxes, so your hands stay warm whether you';';re dropping in or checking in. The gauntlet fits over your jacket cuff for easy on and off, and the fleece lining adds that extra bit of cozy. DRYRIDE two-layer fabric is waterproof and breathable  Thermacore insulation provides focused warmth  Screen Grab® Toughgrip palm for total touchscreen control  Brushed microfiber fixed lining  Adjustable cuff  Ergonomic, pre-curved fit  Removable wrist leash  D-ring and hook",,,https://images.the-house.com/burton-profile-gloves-gradient-plaid-22-0-thumb.jpg,Men's Accessories;Men's Accessories/Gloves & Mittens;,44.95,,20.9,20.9,TRUE,,,Burton,16690101963,,193177430869,Gradient Plaid,,,New,https://www.the-house.com/bupmdbbxs710zz-burton-snowboard-gloves,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.96DFDB7D4AB95405.193177430869
89313,159802.156099.34B.1F616AC4DAD61B6E.2080026,Equinox Men's Performance Shorts W/ Back Pocket And Liner,,These Equinox Performance Shorts feature a sewn-in liner for additional support during any activity.. .  . . .  Back pocket.  Sewn-in liner.  Polyester/nylon/spandex blend.  Machine wash.  Imported.,166,Apparel & Accessories,https://res.cloudinary.com/eastern/image/upload/2080026_001_main.jpg,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,60,,5.97,5.97,TRUE,,Equinox,Equinox,ORAEM-102-1,,2080026,,,2XL,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.1F616AC4DAD61B6E.2080026
85840,160494.156074.C416615A9542B069.7CABF3E5470CC6F.888579288049,"5.11 Tactical Men's Rappel Jacket (Kangaroo), Size XS",,"Whether you're heading to the highest peak, or out on a windy range for a little target practice, the Rappel Jacket wraps you in smart tactical utility. Zippered hand and chest pockets hold your high-tech tools tight, and zippered RAPIDraw™ pass-through openings keep your CCW close at hand. Reinforced woven fabric at the elbows, shoulders and hood add durability and a contrasted finish. When the winds gust and the rain pours, don the handy, three-panel hood, zip up and let the durable water repellant finish handle the rest. Final Sale, No Returns (XS)",5598,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,https://www.511tactical.com/media/catalog/product/78018/134/78018_134_01.jpg,Clothing;Clothing/Jackets & Coats;,100,,39.49,39.49,TRUE,,,5.11 Tactical,78018-Kangaroo (134)-XS,888579288049,888579288049,Kangaroo,male,XS,New,https://www.511tactical.com/rappel-jacket.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160494.156074.C416615A9542B069.7CABF3E5470CC6F.888579288049
61148,163572.156074.BE8E64811E10C72A.D59AE9CEAAFA72A3.6462378,Billabong Men's All Day Pro Boardshorts - 32 - Black,,"The Billabong Men's All Day Pro Boardshorts Are a swim short for spending the day by and in the water. Surf days to beach barbeques, pool parties and most definitely some wakeBoarding mixed in, the Pro Stretch material is movement friendly as well as eco-minded thanks to the recycled fabric. A side patch pocket hangs onto your wallet, but probably take it out before you jump in, it'll get wet. Lace up the front and cannonball your way off the boat and into the crystal clear waters below. Features of the Billabong Men's All Day Pro Boardshorts Performance Boardshorts Fabric/Tech: Recycler 4 way stretch High Performance fabric Made from recylced Pet plastic bottles Perfect combination of Performance and comfort Micro repel water repellent coating for a light weight and quick drying fabric Fabric Details 90% Polyester, 10% Elastane",211,Apparel & Accessories > Clothing > Swimwear,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10521790x1012905_zm?$product1000$,Clothing;Clothing/Swimwear;,49.95,,31.99,31.99,TRUE,,,Billabong,ABYBS00109,194843419300,6462378,Black,male,32,New,https://www.moosejaw.com/product/billabong-men-s-all-day-pro-boardshorts_10521790,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.D59AE9CEAAFA72A3.6462378
52719,163572.156074.BE8E64811E10C72A.CB50F68712E6951F.5563288,Billabong Men's Furnace Bonded Flannel Long Sleeve - Small - Red,,Features of the Billabong Men's Furnace Bonded Flannel Long Sleeve Polar fleece lined flannel shirt Adventure division Chest pocket with flag label Patch hand pockets Button down closure,5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10357897x1013039_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;,99.95,,39.99,39.99,TRUE,,,Billabong,M537WBFB,828570626280,5563288,Red,male,Small,New,https://www.moosejaw.com/product/billabong-men-s-furnace-bonded-flannel-long-sleeve_10357897,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.CB50F68712E6951F.5563288
31644,161802.156074.AEDE266FF88FCAD6.6154E7E08BFA438A.196248358086,The North Face Half Dome Pullover Hoodie,,The North Face Half Dome Pullover Hoodie,,,https://images.the-house.com/tnf-half-dome-pullover-hoodie-wasabi-tnf-white-23-0-thumb.jpg,Clothing;Clothing/Hoodies & Sweatshirts;,58.95,,41,41,TRUE,,,The North Face,NF0A7UNL865,,196248358086,Wasabi/TNF White,,,New,https://www.the-house.com/thhdpmcblar676zz-tnf-hoodies,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.6154E7E08BFA438A.196248358086
88442,159802.156099.34B.CCA802CED20DBCF2.2077910,Adidas Boys' Duramo 2.0 Running Shoe,,"For kids who are always running everywhere they go, give them daily foot support with these adidas shoes. Lightweight and breathable, they keep young feet feeling fresh and comfortable. The snug fit provides stability as they run, jump and play their way through each day.. .  . . .  Lace closure with hook-and-loop top strap.  Mesh upper with supportive no-sew overlays.  Textile lining.  Lightmotion cushioning.  Cloudfoam midsole and soft neoprene heel.  Adiwear outsole.  Imported.",988,Sporting Goods,https://res.cloudinary.com/eastern/image/upload/2077910_402_main.jpg,Footwear;Footwear/Running Shoes;,50,,39.98,39.98,TRUE,,Adidas,Adidas,GZ064,,2077910,,,13,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.CCA802CED20DBCF2.2077910
44082,163572.156074.BE8E64811E10C72A.783E133CAAE61E0.1576250,Timberland Men's White Ledge Mid Waterproof Boot - 7 - Black,,"The Timberland Men's White Ledge Mid Waterproof Boot is a mid-height hiker for dry feet upon the wet, mucky trail. The White Ledge begins with a rubber Outsole and multi-directional lugs that provide the traction you need to make it to summit and return to the trailhead by dinnertime. The full-grain leather Upper takes on dirt, rocks, and water like a bull through a china shop, so your feet stay dry and protected throughout the day. The removable EVA Footbed is cushy underfoot as well as promotes air circulation. When you make it back to camp or cabin, pull out to dry out the sweat quickly so you're ready for another day come morning. That smooth leather looks good sir, throw on a pair of jeans and head out to dinner after your trail adventure. Features of the Timberland Men's White Ledge Mid Waterproof Boot Premium full-grain waterproof leather Upper provides protection to keep feet dry and comfortable in any weather Waterproof seam-sealed construction is guaranteed to keep feet dry in any weather Fully gusseted tongue provides comfort and keeps debris out Rustproof, speed lace hardwAre with lace hooks at top for secure lacing Removable Dual-Density EVA Footbed, padded collar and gusseted tongue for comfort Solid rubber Outsole with multi-directional lugs for traction on varied terrain",,,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10216871x1012905_zm?$product1000$,Footwear;Footwear/Boots;,119.95,,69.95,69.95,TRUE,,,Timberland,TB01212200107000M,808947003913,1576250,Black,male,7,New,https://www.moosejaw.com/product/timberland-men-s-white-ledge-mid-waterproof-boot_10216871,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.783E133CAAE61E0.1576250
13622,185857.156052.20C5.2CBD1C9246B630B8.4452161,"adidas Men's Texture Stripe Golf Polo Shirt, 100% Recycled Polyester in Collegiate Navy/Crew Navy, Size M",,"html-body [data-pb-style=O2NJFAL]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The adidas Textured Stripe Polo Shirt is crafted with lightweight, breathable knit that helps you stay cool and comfortable throughout your whole round. This polo has a relaxed look thanks to a henley collar and is crafted with 100% recycled materials. adidas Textured Stripe Polo Shirt Features: Four-way stretch for full range of motion Durable and quick drying Two-button henley collar Reinforced shoulder seams Lightweight and breathable Made with 100% recycled materials Regular fit Machine washable 100% Recycled Polyester Pique Style Number: TM1992F22 Authorized adidas Retailer Buy adidas Golf Shirts | adidas Men's Texture Stripe Golf Polo Shirt, 100% Recycled Polyester in Collegiate Navy/Crew Navy, Size M",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.carlsgolfland.com/media/catalog/product/a/d/adidas_texture_stripe_golf_polo_shirt_tm1992f22_hm8261_collegiate_navy_crew_navy_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,59.99,USD,39.99,39.99,TRUE,,adidas,adidas,4452161,,4452161,Collegiate Navy/Crew Navy,,M,New,https://www.carlsgolfland.com/adidas-texture-stripe-golf-polo-shirt?product=189796,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.2CBD1C9246B630B8.4452161
